Feature,Importance
EFFICIENCY,0.38032025718363366
HOUR_SIN,0.23451166368798754
GHI,0.13242802071036153
AIR_TEMPERATURE,0.10698362044609243
SOLAR_ZENITH_ANGLE,0.07721092680597608
HOUR_COS,0.06854551116594869
MONTH_SIN,0.0
MONTH_COS,0.0
